conversation_group_id,turn_id,metric_identifier,score,threshold,result,reason,query
catalog-filter-kind-domain,filter_domain,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Show me all Domains in the catalog
catalog-filter-kind-domain,filter_domain,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show me all Domains in the catalog
scaffolder-template-example-nodejs-template,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named example-nodejs-template if it exists
scaffolder-template-example-nodejs-template,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named example-nodejs-template if it exists
scaffolder-template-example-nodejs-template,template_by_name,ragas:faithfulness,0.5,0.8,FAIL,Max of 2 judges: 0.500,Get metadata for the software template named example-nodejs-template if it exists
catalog-filter-component-website,filter_kind_type,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find Components of type website in the catalog
catalog-filter-component-website,filter_kind_type,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Find Components of type website in the catalog
catalog-filter-component-website,filter_kind_type,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find Components of type website in the catalog
scaffolder-template-react-ssr-template,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named react-ssr-template if it exists
scaffolder-template-react-ssr-template,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named react-ssr-template if it exists
scaffolder-template-react-ssr-template,template_by_name,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get metadata for the software template named react-ssr-template if it exists
scaffolder-template-mcp-eval-dry-run,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named mcp-eval-dry-run if it exists
scaffolder-template-mcp-eval-dry-run,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named mcp-eval-dry-run if it exists
scaffolder-template-mcp-eval-dry-run,template_by_name,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get metadata for the software template named mcp-eval-dry-run if it exists
catalog-get-entity-beneficiary-management-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named beneficiary-management-api
catalog-get-entity-beneficiary-management-api,get_entity,custom:answer_correctness,0.3,0.75,FAIL,Max of 2 judges: 0.300,Get the catalog entity named beneficiary-management-api
catalog-get-entity-beneficiary-management-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named beneficiary-management-api
catalog-filter-owner-open-banking-team,filter_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find catalog entities owned by open-banking-team. Call query-catalog-entities with owner set to a value containing open-banking-team.
catalog-filter-owner-open-banking-team,filter_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find catalog entities owned by open-banking-team. Call query-catalog-entities with owner set to a value containing open-banking-team.
catalog-filter-owner-open-banking-team,filter_owner,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find catalog entities owned by open-banking-team. Call query-catalog-entities with owner set to a value containing open-banking-team.
catalog-filter-kind-user,filter_user,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show me all Users in the catalog
catalog-filter-kind-user,filter_user,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show me all Users in the catalog
catalog-filter-kind-user,filter_user,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show me all Users in the catalog
scaffolder-list-actions,list_actions,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List all installed Scaffolder actions
scaffolder-list-actions,list_actions,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,List all installed Scaffolder actions
scaffolder-list-actions,list_actions,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,List all installed Scaffolder actions
techdocs-coverage-owner-accounts-team,coverage_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by accounts-team
techdocs-coverage-owner-accounts-team,coverage_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by accounts-team
techdocs-coverage-owner-accounts-team,coverage_owner,ragas:faithfulness,0.5,0.8,FAIL,Max of 2 judges: 0.500,Analyze TechDocs coverage for entities owned by accounts-team
techdocs-fetch-resource,fetch_typed,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List TechDocs for Resource entities only
techdocs-fetch-resource,fetch_typed,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List TechDocs for Resource entities only
techdocs-fetch-resource,fetch_typed,ragas:faithfulness,0.0,0.8,FAIL,Max of 2 judges: 0.000,List TechDocs for Resource entities only
catalog-get-entity-standing-orders-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named standing-orders-api
catalog-get-entity-standing-orders-api,get_entity,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get the catalog entity named standing-orders-api
catalog-get-entity-standing-orders-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named standing-orders-api
catalog-filter-owner-accounts-team,filter_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find catalog entities owned by accounts-team. Call query-catalog-entities with owner set to a value containing accounts-team.
catalog-filter-owner-accounts-team,filter_owner,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Find catalog entities owned by accounts-team. Call query-catalog-entities with owner set to a value containing accounts-team.
catalog-filter-owner-accounts-team,filter_owner,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find catalog entities owned by accounts-team. Call query-catalog-entities with owner set to a value containing accounts-team.
techdocs-coverage,coverage,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,What is our TechDocs documentation coverage across catalog entities?
techdocs-coverage,coverage,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,What is our TechDocs documentation coverage across catalog entities?
techdocs-coverage,coverage,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,What is our TechDocs documentation coverage across catalog entities?
catalog-filter-tags-database,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with database
catalog-filter-tags-database,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with database
catalog-filter-tags-database,filter_tags,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with database
catalog-filter-tags-payments,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with payments
catalog-filter-tags-payments,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with payments
catalog-filter-tags-payments,filter_tags,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with payments
techdocs-list,fetch_techdocs,custom:tool_eval,,,ERROR,"Metric 'custom:tool_eval' requires 'tool_calls' and 'expected_tool_calls' fields with 'tool_name', 'arguments', and optional 'result': required field 'tool_calls' is missing or empty",Which entities have TechDocs documentation available?
techdocs-list,fetch_techdocs,custom:answer_correctness,0.4,0.75,FAIL,Max of 2 judges: 0.400,Which entities have TechDocs documentation available?
techdocs-list,fetch_techdocs,ragas:faithfulness,,,ERROR,Metric 'ragas:faithfulness' requires 'response' and 'contexts' fields: required field 'contexts' is missing or empty,Which entities have TechDocs documentation available?
catalog-filter-api-openapi,filter_kind_type,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find APIs of type openapi in the catalog
catalog-filter-api-openapi,filter_kind_type,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find APIs of type openapi in the catalog
catalog-filter-api-openapi,filter_kind_type,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find APIs of type openapi in the catalog
catalog-filter-owner-event-team,filter_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find catalog entities owned by event-team. Call query-catalog-entities with owner set to a value containing event-team.
catalog-filter-owner-event-team,filter_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find catalog entities owned by event-team. Call query-catalog-entities with owner set to a value containing event-team.
catalog-filter-owner-event-team,filter_owner,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find catalog entities owned by event-team. Call query-catalog-entities with owner set to a value containing event-team.
catalog-filter-tags-pis,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with pis
catalog-filter-tags-pis,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with pis
catalog-filter-tags-pis,filter_tags,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with pis
scaffolder-list-tasks-limit-10,list_tasks_limit,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show the 10 most recent scaffolder tasks
scaffolder-list-tasks-limit-10,list_tasks_limit,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Show the 10 most recent scaffolder tasks
scaffolder-list-tasks-limit-10,list_tasks_limit,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show the 10 most recent scaffolder tasks
catalog-filter-kind-system,filter_system,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show me all Systems in the catalog
catalog-filter-kind-system,filter_system,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Show me all Systems in the catalog
catalog-filter-kind-system,filter_system,ragas:faithfulness,0.5,0.8,FAIL,Max of 2 judges: 0.500,Show me all Systems in the catalog
techdocs-coverage-owner-compliance-team,coverage_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by compliance-team
techdocs-coverage-owner-compliance-team,coverage_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by compliance-team
techdocs-coverage-owner-compliance-team,coverage_owner,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by compliance-team
techdocs-fetch-component,fetch_typed,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,List TechDocs for Component entities only
techdocs-fetch-component,fetch_typed,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,List TechDocs for Component entities only
techdocs-fetch-component,fetch_typed,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,List TechDocs for Component entities only
scaffolder-list-tasks-limit-20,list_tasks_limit,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show the 20 most recent scaffolder tasks
scaffolder-list-tasks-limit-20,list_tasks_limit,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,Show the 20 most recent scaffolder tasks
scaffolder-list-tasks-limit-20,list_tasks_limit,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show the 20 most recent scaffolder tasks
scaffolder-list-templates,fetch_templates,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,What software templates are available in the scaffolder?
scaffolder-list-templates,fetch_templates,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,What software templates are available in the scaffolder?
scaffolder-list-templates,fetch_templates,ragas:faithfulness,0.5,0.8,FAIL,Max of 2 judges: 0.500,What software templates are available in the scaffolder?
techdocs-coverage-owner-security-team,coverage_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by security-team
techdocs-coverage-owner-security-team,coverage_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by security-team
techdocs-coverage-owner-security-team,coverage_owner,ragas:faithfulness,0.6666666666666666,0.8,FAIL,Max of 2 judges: 0.667,Analyze TechDocs coverage for entities owned by security-team
scaffolder-list-tasks,list_tasks,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show recent scaffolder tasks
scaffolder-list-tasks,list_tasks,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show recent scaffolder tasks
scaffolder-list-tasks,list_tasks,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show recent scaffolder tasks
catalog-get-entity-transaction-history-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named transaction-history-api
catalog-get-entity-transaction-history-api,get_entity,custom:answer_correctness,0.9,0.75,PASS,Max of 2 judges: 0.900,Get the catalog entity named transaction-history-api
catalog-get-entity-transaction-history-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named transaction-history-api
catalog-get-entity-webhook-notifications-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named webhook-notifications-api
catalog-get-entity-webhook-notifications-api,get_entity,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get the catalog entity named webhook-notifications-api
catalog-get-entity-webhook-notifications-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named webhook-notifications-api
techdocs-coverage-owner-payments-team,coverage_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by payments-team
techdocs-coverage-owner-payments-team,coverage_owner,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Analyze TechDocs coverage for entities owned by payments-team
techdocs-coverage-owner-payments-team,coverage_owner,ragas:faithfulness,0.6666666666666666,0.8,FAIL,Max of 2 judges: 0.667,Analyze TechDocs coverage for entities owned by payments-team
scaffolder-template-docs-template,template_by_name,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get metadata for the software template named docs-template if it exists
scaffolder-template-docs-template,template_by_name,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Get metadata for the software template named docs-template if it exists
scaffolder-template-docs-template,template_by_name,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get metadata for the software template named docs-template if it exists
catalog-filter-tags-consent,filter_tags,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with consent
catalog-filter-tags-consent,filter_tags,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with consent
catalog-filter-tags-consent,filter_tags,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show catalog entities tagged with consent
catalog-get-entity-consent-management-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named consent-management-api
catalog-get-entity-consent-management-api,get_entity,custom:answer_correctness,0.3,0.75,FAIL,Max of 2 judges: 0.300,Get the catalog entity named consent-management-api
catalog-get-entity-consent-management-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named consent-management-api
catalog-filter-kind-resource,filter_resource,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show me all Resources in the catalog
catalog-filter-kind-resource,filter_resource,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show me all Resources in the catalog
catalog-filter-kind-resource,filter_resource,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show me all Resources in the catalog
scaffolder-write-validate-3,validate_minimal,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 3):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-3,validate_minimal,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 3):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-3,validate_minimal,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 3):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-5,validate_minimal,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 5):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-5,validate_minimal,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 5):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-5,validate_minimal,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 5):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
catalog-get-entity-account-access-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named account-access-api
catalog-get-entity-account-access-api,get_entity,custom:answer_correctness,0.4,0.75,FAIL,Max of 2 judges: 0.400,Get the catalog entity named account-access-api
catalog-get-entity-account-access-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named account-access-api
catalog-filter-kind-group,filter_group,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Show me all Groups in the catalog
catalog-filter-kind-group,filter_group,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Show me all Groups in the catalog
catalog-filter-kind-group,filter_group,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Show me all Groups in the catalog
catalog-filter-resource-database,filter_kind_type,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find Resources of type database in the catalog
catalog-filter-resource-database,filter_kind_type,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find Resources of type database in the catalog
catalog-filter-resource-database,filter_kind_type,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find Resources of type database in the catalog
scaffolder-write-validate-2,validate_minimal,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 2):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-2,validate_minimal,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 2):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-2,validate_minimal,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 2):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
catalog-filter-component-service,filter_kind_type,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find Components of type service in the catalog
catalog-filter-component-service,filter_kind_type,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,Find Components of type service in the catalog
catalog-filter-component-service,filter_kind_type,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find Components of type service in the catalog
catalog-get-entity-balance-check-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named balance-check-api
catalog-get-entity-balance-check-api,get_entity,custom:answer_correctness,0.6,0.75,FAIL,Max of 2 judges: 0.600,Get the catalog entity named balance-check-api
catalog-get-entity-balance-check-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named balance-check-api
catalog-get-entity-payment-initiation-api,get_entity,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Get the catalog entity named payment-initiation-api
catalog-get-entity-payment-initiation-api,get_entity,custom:answer_correctness,0.7,0.75,FAIL,Max of 2 judges: 0.700,Get the catalog entity named payment-initiation-api
catalog-get-entity-payment-initiation-api,get_entity,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Get the catalog entity named payment-initiation-api
scaffolder-write-validate-4,validate_minimal,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 4):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-4,validate_minimal,custom:answer_correctness,0.2,0.75,FAIL,Max of 2 judges: 0.200,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 4):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
scaffolder-write-validate-4,validate_minimal,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,"Validate this scaffolder template by dry-running it. Prefer scaffolder-mcp-extras.validate-scaffolder (or scaffolder.dry-run-template). Do not execute a real scaffolder task. Pass templateYaml as the following YAML document (variant 4):

apiVersion: scaffolder.backstage.io/v1beta3
kind: Template
metadata:
  name: mcp-eval-dry-run
  title: MCP Eval Dry Run
spec:
  type: service
  parameters: []
  steps:
    - id: noop
      name: Noop
      action: debug:log
      input:
        message: mcp-eval-dry-run
"
catalog-filter-owner-security-team,filter_owner,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,Find catalog entities owned by security-team. Call query-catalog-entities with owner set to a value containing security-team.
catalog-filter-owner-security-team,filter_owner,custom:answer_correctness,0.8,0.75,PASS,Max of 2 judges: 0.800,Find catalog entities owned by security-team. Call query-catalog-entities with owner set to a value containing security-team.
catalog-filter-owner-security-team,filter_owner,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,Find catalog entities owned by security-team. Call query-catalog-entities with owner set to a value containing security-team.
negative-no-execute-template,inspect_only,custom:tool_eval,1.0,,PASS,Max of 2 judges: 1.000,I only want to inspect available templates. Do not create or execute anything.
negative-no-execute-template,inspect_only,custom:answer_correctness,1.0,0.75,PASS,Max of 2 judges: 1.000,I only want to inspect available templates. Do not create or execute anything.
negative-no-execute-template,inspect_only,ragas:faithfulness,1.0,0.8,PASS,Max of 2 judges: 1.000,I only want to inspect available templates. Do not create or execute anything.
